716, "John Manager358", 358, 117267
718, "John Manager359", 359, 142226
720, "John Manager360", 360, 130072
722, "John Manager361", 361, 144073
724, "John Manager362", 362, 114223
726, "John Manager363", 363, 141086
728, "John Manager364", 364, 122552
730, "John Manager365", 365, 142701
732, "John Manager366", 366, 145352
734, "John Manager367", 367, 125303
736, "John Manager368", 368, 106380
738, "John Manager369", 369, 113467
740, "John Manager370", 370, 142466
742, "John Manager371", 371, 130782
744, "John Manager372", 372, 124698
746, "John Manager373", 373, 146792
748, "John Manager374", 374, 131150
750, "John Manager375", 375, 133644
752, "John Manager376", 376, 147767
754, "John Manager377", 377, 127818
756, "John Manager378", 378, 118988
758, "John Manager379", 379, 110470
760, "John Manager380", 380, 126426
762, "John Manager381", 381, 107351
764, "John Manager382", 382, 115787
766, "John Manager383", 383, 146779
768, "John Manager384", 384, 122327
770, "John Manager385", 385, 103414
772, "John Manager386", 386, 119629
774, "John Manager387", 387, 113149
776, "John Manager388", 388, 118333
778, "John Manager389", 389, 139588
780, "John Manager390", 390, 141791
782, "John Manager391", 391, 104386
784, "John Manager392", 392, 120579
786, "John Manager393", 393, 145401
788, "John Manager394", 394, 121056
790, "John Manager395", 395, 115821
792, "John Manager396", 396, 147749
794, "John Manager397", 397, 144573
796, "John Manager398", 398, 148674
798, "John Manager399", 399, 137103
800, "John Manager400", 400, 129713
802, "John Manager401", 401, 145593
804, "John Manager402", 402, 114676
806, "John Manager403", 403, 147600
808, "John Manager404", 404, 111173
810, "John Manager405", 405, 112482
812, "John Manager406", 406, 129123
814, "John Manager407", 407, 138809
816, "John Manager408", 408, 143907
818, "John Manager409", 409, 102240
820, "John Manager410", 410, 123686
822, "John Manager411", 411, 115766
824, "John Manager412", 412, 130848
826, "John Manager413", 413, 107122
828, "John Manager414", 414, 105527
830, "John Manager415", 415, 132665
832, "John Manager416", 416, 145377
834, "John Manager417", 417, 104419
836, "John Manager418", 418, 104891
838, "John Manager419", 419, 125156
840, "John Manager420", 420, 128684
842, "John Manager421", 421, 121746
844, "John Manager422", 422, 112078
846, "John Manager423", 423, 137038
848, "John Manager424", 424, 101611
850, "John Manager425", 425, 138505
852, "John Manager426", 426, 123119
854, "John Manager427", 427, 136349
856, "John Manager428", 428, 146790
858, "John Manager429", 429, 106743
860, "John Manager430", 430, 107859
862, "John Manager431", 431, 112625
864, "John Manager432", 432, 144610
866, "John Manager433", 433, 124254
868, "John Manager434", 434, 126491
870, "John Manager435", 435, 103725
872, "John Manager436", 436, 145928
874, "John Manager437", 437, 142420
876, "John Manager438", 438, 124514
878, "John Manager439", 439, 111334
880, "John Manager440", 440, 143500
882, "John Manager441", 441, 121890
884, "John Manager442", 442, 100866
886, "John Manager443", 443, 141907
888, "John Manager444", 444, 145215
890, "John Manager445", 445, 133613
892, "John Manager446", 446, 127299
894, "John Manager447", 447, 118544
896, "John Manager448", 448, 101400
898, "John Manager449", 449, 108621
900, "John Manager450", 450, 128386
902, "John Manager451", 451, 133168
904, "John Manager452", 452, 126813
906, "John Manager453", 453, 134841
908, "John Manager454", 454, 145411
910, "John Manager455", 455, 101576
912, "John Manager456", 456, 109896
914, "John Manager457", 457, 144450
916, "John Manager458", 458, 116812
918, "John Manager459", 459, 137229
920, "John Manager460", 460, 107260
922, "John Manager461", 461, 107198
924, "John Manager462", 462, 136504
926, "John Manager463", 463, 141160
928, "John Manager464", 464, 128390
930, "John Manager465", 465, 131833
932, "John Manager466", 466, 119107
934, "John Manager467", 467, 149105
936, "John Manager468", 468, 107809
938, "John Manager469", 469, 122922
940, "John Manager470", 470, 102500
942, "John Manager471", 471, 128897
944, "John Manager472", 472, 136734
946, "John Manager473", 473, 121270
948, "John Manager474", 474, 104313
950, "John Manager475", 475, 133059
952, "John Manager476", 476, 137350
954, "John Manager477", 477, 100016
956, "John Manager478", 478, 112680
958, "John Manager479", 479, 132004
960, "John Manager480", 480, 140316
962, "John Manager481", 481, 126612
964, "John Manager482", 482, 122241
966, "John Manager483", 483, 120164
968, "John Manager484", 484, 121388
970, "John Manager485", 485, 125967
972, "John Manager486", 486, 108111
974, "John Manager487", 487, 144474
976, "John Manager488", 488, 121334
978, "John Manager489", 489, 138811
980, "John Manager490", 490, 124879
982, "John Manager491", 491, 137943
984, "John Manager492", 492, 110070
986, "John Manager493", 493, 125721
988, "John Manager494", 494, 125649
990, "John Manager495", 495, 116777
992, "John Manager496", 496, 113331
994, "John Manager497", 497, 137747
996, "John Manager498", 498, 134281
998, "John Manager499", 499, 134237
1000, "John Manager500", 500, 109088
1002, "John Manager501", 501, 117438
1004, "John Manager502", 502, 111868
1006, "John Manager503", 503, 141282
1008, "John Manager504", 504, 118176
1010, "John Manager505", 505, 105377
1012, "John Manager506", 506, 106563
1014, "John Manager507", 507, 143173
1016, "John Manager508", 508, 101313
1018, "John Manager509", 509, 107792
1020, "John Manager510", 510, 124812
1022, "John Manager511", 511, 148066
1024, "John Manager512", 512, 147432
1026, "John Manager513", 513, 104285
1028, "John Manager514", 514, 142803
1030, "John Manager515", 515, 138413
1032, "John Manager516", 516, 129757
1034, "John Manager517", 517, 137280
1036, "John Manager518", 518, 132196
1038, "John Manager519", 519, 117579
1040, "John Manager520", 520, 131107
1042, "John Manager521", 521, 146147
1044, "John Manager522", 522, 103870
1046, "John Manager523", 523, 131178
1048, "John Manager524", 524, 140834
1050, "John Manager525", 525, 147780
1052, "John Manager526", 526, 109797
1054, "John Manager527", 527, 122375
1056, "John Manager528", 528, 124824
1058, "John Manager529", 529, 120274
1060, "John Manager530", 530, 145520
1062, "John Manager531", 531, 108022
1064, "John Manager532", 532, 117639
1066, "John Manager533", 533, 108473
1068, "John Manager534", 534, 139012
1070, "John Manager535", 535, 114195
1072, "John Manager536", 536, 114854
1074, "John Manager537", 537, 102299
1076, "John Manager538", 538, 136037
1078, "John Manager539", 539, 117235
1080, "John Manager540", 540, 148737
1082, "John Manager541", 541, 112833
1084, "John Manager542", 542, 134110
1086, "John Manager543", 543, 109730
1088, "John Manager544", 544, 138276
1090, "John Manager545", 545, 146834
1092, "John Manager546", 546, 104382
1094, "John Manager547", 547, 131344
1096, "John Manager548", 548, 126369
1098, "John Manager549", 549, 124123
1100, "John Manager550", 550, 122706
1102, "John Manager551", 551, 108694
1104, "John Manager552", 552, 112643
1106, "John Manager553", 553, 141012
1108, "John Manager554", 554, 139964
1110, "John Manager555", 555, 109194
1112, "John Manager556", 556, 126629
1114, "John Manager557", 557, 131168
1116, "John Manager558", 558, 109091
1118, "John Manager559", 559, 144667
1120, "John Manager560", 560, 140460
1122, "John Manager561", 561, 143370
1124, "John Manager562", 562, 117123
1126, "John Manager563", 563, 138137
1128, "John Manager564", 564, 113523
1130, "John Manager565", 565, 105042
1132, "John Manager566", 566, 120204
1134, "John Manager567", 567, 136429
1136, "John Manager568", 568, 128103
1138, "John Manager569", 569, 131474
1140, "John Manager570", 570, 147364
1142, "John Manager571", 571, 110838
1144, "John Manager572", 572, 112774
1146, "John Manager573", 573, 144592
1148, "John Manager574", 574, 127624
1150, "John Manager575", 575, 119569
1152, "John Manager576", 576, 132771
1154, "John Manager577", 577, 130939
1156, "John Manager578", 578, 111310
1158, "John Manager579", 579, 143138
1160, "John Manager580", 580, 122399
1162, "John Manager581", 581, 125712
1164, "John Manager582", 582, 116524
1166, "John Manager583", 583, 136471
1168, "John Manager584", 584, 115739
1170, "John Manager585", 585, 139795
1172, "John Manager586", 586, 147370
1174, "John Manager587", 587, 105227
1176, "John Manager588", 588, 112913
1178, "John Manager589", 589, 101643
1180, "John Manager590", 590, 148279
1182, "John Manager591", 591, 149840
1184, "John Manager592", 592, 133638
1186, "John Manager593", 593, 147699
1188, "John Manager594", 594, 109219
1190, "John Manager595", 595, 109312
1192, "John Manager596", 596, 128681
1194, "John Manager597", 597, 129432
1196, "John Manager598", 598, 146222
1198, "John Manager599", 599, 121428
1200, "John Manager600", 600, 119894
1202, "John Manager601", 601, 140105
1204, "John Manager602", 602, 116229
1206, "John Manager603", 603, 133633
1208, "John Manager604", 604, 110676
1210, "John Manager605", 605, 115593
1212, "John Manager606", 606, 109624
1214, "John Manager607", 607, 102758
1216, "John Manager608", 608, 111767
1218, "John Manager609", 609, 138134
1220, "John Manager610", 610, 112246
1222, "John Manager611", 611, 143338
1224, "John Manager612", 612, 138201
1226, "John Manager613", 613, 104884
1228, "John Manager614", 614, 144874
1230, "John Manager615", 615, 149267
1232, "John Manager616", 616, 101278
1234, "John Manager617", 617, 132247
1236, "John Manager618", 618, 104403
1238, "John Manager619", 619, 121163
1240, "John Manager620", 620, 137107
1242, "John Manager621", 621, 105297
1244, "John Manager622", 622, 101395
1246, "John Manager623", 623, 149611
1248, "John Manager624", 624, 125692
1250, "John Manager625", 625, 145638
1252, "John Manager626", 626, 149996
1254, "John Manager627", 627, 111716
1256, "John Manager628", 628, 129297
1258, "John Manager629", 629, 132688
1260, "John Manager630", 630, 127267
1262, "John Manager631", 631, 113830
1264, "John Manager632", 632, 134020
1266, "John Manager633", 633, 106896
1268, "John Manager634", 634, 114355
1270, "John Manager635", 635, 129859
1272, "John Manager636", 636, 138854
1274, "John Manager637", 637, 137507
1276, "John Manager638", 638, 110934
1278, "John Manager639", 639, 106377
1280, "John Manager640", 640, 107352
1282, "John Manager641", 641, 119496
1284, "John Manager642", 642, 108898
1286, "John Manager643", 643, 146225
1288, "John Manager644", 644, 117142
1290, "John Manager645", 645, 144085
1292, "John Manager646", 646, 119085
1294, "John Manager647", 647, 148066
1296, "John Manager648", 648, 139521
1298, "John Manager649", 649, 106073
1300, "John Manager650", 650, 136669
1302, "John Manager651", 651, 129542
1304, "John Manager652", 652, 115466
1306, "John Manager653", 653, 124272
1308, "John Manager654", 654, 130838
1310, "John Manager655", 655, 109047
1312, "John Manager656", 656, 109108
1314, "John Manager657", 657, 115325
1316, "John Manager658", 658, 123929
1318, "John Manager659", 659, 149717
1320, "John Manager660", 660, 120850
1322, "John Manager661", 661, 122864
1324, "John Manager662", 662, 128427
1326, "John Manager663", 663, 142910
1328, "John Manager664", 664, 146968
1330, "John Manager665", 665, 128415
1332, "John Manager666", 666, 126426
1334, "John Manager667", 667, 124348
1336, "John Manager668", 668, 120634
1338, "John Manager669", 669, 140951
1340, "John Manager670", 670, 108470
1342, "John Manager671", 671, 108820
1344, "John Manager672", 672, 119714
1346, "John Manager673", 673, 129957
1348, "John Manager674", 674, 117197
1350, "John Manager675", 675, 141127
1352, "John Manager676", 676, 121313
1354, "John Manager677", 677, 106930
1356, "John Manager678", 678, 114094
1358, "John Manager679", 679, 137808
1360, "John Manager680", 680, 139983
1362, "John Manager681", 681, 148987
1364, "John Manager682", 682, 101029
1366, "John Manager683", 683, 112748
1368, "John Manager684", 684, 116450
1370, "John Manager685", 685, 137284
1372, "John Manager686", 686, 108801
1374, "John Manager687", 687, 148133
1376, "John Manager688", 688, 137599
1378, "John Manager689", 689, 143370
1380, "John Manager690", 690, 103930
1382, "John Manager691", 691, 122911
1384, "John Manager692", 692, 125727
1386, "John Manager693", 693, 105087
1388, "John Manager694", 694, 115745
1390, "John Manager695", 695, 141948
1392, "John Manager696", 696, 103219
1394, "John Manager697", 697, 109457
1396, "John Manager698", 698, 124885
1398, "John Manager699", 699, 107177
1400, "John Manager700", 700, 132047
1402, "John Manager701", 701, 134145
1404, "John Manager702", 702, 108994
1406, "John Manager703", 703, 135601
1408, "John Manager704", 704, 142657
1410, "John Manager705", 705, 135641
1412, "John Manager706", 706, 133264
1414, "John Manager707", 707, 101977
1416, "John Manager708", 708, 122460
1418, "John Manager709", 709, 109985
1420, "John Manager710", 710, 105094
1422, "John Manager711", 711, 131348
1424, "John Manager712", 712, 108292
1426, "John Manager713", 713, 122354
1428, "John Manager714", 714, 109755
1430, "John Manager715", 715, 149230
1432, "John Manager716", 716, 129364
1434, "John Manager717", 717, 129026
1436, "John Manager718", 718, 131108
1438, "John Manager719", 719, 106324
1440, "John Manager720", 720, 107671
1442, "John Manager721", 721, 143108
1444, "John Manager722", 722, 109223
1446, "John Manager723", 723, 141661
1448, "John Manager724", 724, 103461
1450, "John Manager725", 725, 106835
1452, "John Manager726", 726, 107080
1454, "John Manager727", 727, 129674
1456, "John Manager728", 728, 120927
1458, "John Manager729", 729, 141204
1460, "John Manager730", 730, 139507
1462, "John Manager731", 731, 141189
1464, "John Manager732", 732, 105951
1466, "John Manager733", 733, 108988
1468, "John Manager734", 734, 143114
1470, "John Manager735", 735, 141881
1472, "John Manager736", 736, 124794
1474, "John Manager737", 737, 116294
1476, "John Manager738", 738, 131306
1478, "John Manager739", 739, 135342
1480, "John Manager740", 740, 100877
1482, "John Manager741", 741, 103294
1484, "John Manager742", 742, 114278
1486, "John Manager743", 743, 116628
1488, "John Manager744", 744, 121594
1490, "John Manager745", 745, 112242
1492, "John Manager746", 746, 149678
1494, "John Manager747", 747, 108430
1496, "John Manager748", 748, 141361
1498, "John Manager749", 749, 119058
1500, "John Manager750", 750, 125639
1502, "John Manager751", 751, 133481
1504, "John Manager752", 752, 136655
1506, "John Manager753", 753, 120912
1508, "John Manager754", 754, 148274
1510, "John Manager755", 755, 112927
1512, "John Manager756", 756, 128007
1514, "John Manager757", 757, 128538
1516, "John Manager758", 758, 106172
1518, "John Manager759", 759, 148736
1520, "John Manager760", 760, 109725
1522, "John Manager761", 761, 122808
1524, "John Manager762", 762, 122067
1526, "John Manager763", 763, 113989
1528, "John Manager764", 764, 110165
1530, "John Manager765", 765, 140111
1532, "John Manager766", 766, 101863
1534, "John Manager767", 767, 146843
1536, "John Manager768", 768, 146637
1538, "John Manager769", 769, 126184
1540, "John Manager770", 770, 138902
1542, "John Manager771", 771, 137270
1544, "John Manager772", 772, 112511
1546, "John Manager773", 773, 105205
1548, "John Manager774", 774, 117905
1550, "John Manager775", 775, 119333
1552, "John Manager776", 776, 140659
1554, "John Manager777", 777, 145588
1556, "John Manager778", 778, 129298
1558, "John Manager779", 779, 123732
1560, "John Manager780", 780, 146021
1562, "John Manager781", 781, 134549
1564, "John Manager782", 782, 129344
1566, "John Manager783", 783, 138959
1568, "John Manager784", 784, 119312
1570, "John Manager785", 785, 116539
1572, "John Manager786", 786, 145153
1574, "John Manager787", 787, 114337
1576, "John Manager788", 788, 125522
1578, "John Manager789", 789, 100276
1580, "John Manager790", 790, 118313
1582, "John Manager791", 791, 119042
1584, "John Manager792", 792, 100335
1586, "John Manager793", 793, 128889
1588, "John Manager794", 794, 126159
1590, "John Manager795", 795, 147344
1592, "John Manager796", 796, 117594
1594, "John Manager797", 797, 127634
1596, "John Manager798", 798, 137079
1598, "John Manager799", 799, 102603
1600, "John Manager800", 800, 132022
1602, "John Manager801", 801, 120921
1604, "John Manager802", 802, 113135
1606, "John Manager803", 803, 130140
1608, "John Manager804", 804, 144534
1610, "John Manager805", 805, 114641
1612, "John Manager806", 806, 112567
1614, "John Manager807", 807, 105299
1616, "John Manager808", 808, 109023
1618, "John Manager809", 809, 124036
1620, "John Manager810", 810, 117405
1622, "John Manager811", 811, 126560
1624, "John Manager812", 812, 144786
1626, "John Manager813", 813, 131929
1628, "John Manager814", 814, 127179
1630, "John Manager815", 815, 121183
1632, "John Manager816", 816, 115756
1634, "John Manager817", 817, 101954
1636, "John Manager818", 818, 140980
1638, "John Manager819", 819, 127282
1640, "John Manager820", 820, 133230
1642, "John Manager821", 821, 137279
1644, "John Manager822", 822, 112824
1646, "John Manager823", 823, 143829
1648, "John Manager824", 824, 108173
1650, "John Manager825", 825, 121365
1652, "John Manager826", 826, 120829
1654, "John Manager827", 827, 131464
1656, "John Manager828", 828, 123880
1658, "John Manager829", 829, 126765
1660, "John Manager830", 830, 148595
1662, "John Manager831", 831, 100326
1664, "John Manager832", 832, 111063
1666, "John Manager833", 833, 141608
1668, "John Manager834", 834, 119285
1670, "John Manager835", 835, 129946
1672, "John Manager836", 836, 105486
1674, "John Manager837", 837, 124536
1676, "John Manager838", 838, 148924
1678, "John Manager839", 839, 103101
1680, "John Manager840", 840, 119653
1682, "John Manager841", 841, 138906
1684, "John Manager842", 842, 121165
1686, "John Manager843", 843, 139258
1688, "John Manager844", 844, 109942
1690, "John Manager845", 845, 140727
1692, "John Manager846", 846, 126226
1694, "John Manager847", 847, 114390
1696, "John Manager848", 848, 118421
1698, "John Manager849", 849, 124472
1700, "John Manager850", 850, 123967
1702, "John Manager851", 851, 147305
1704, "John Manager852", 852, 140839
